Log_CMIPBA,Log_StatModelBA
-3.271819045,-2.337887393
-3.639576237,-2.336928062
-3.005814428,-2.336892384
-2.747889293,-2.336866446
-2.669536392,-2.336755055
-2.496384853,-2.336702819
-3.608344103,-2.336358098
-3.333257112,-2.335917919
-3.19340036,-2.335512496
-3.322793482,-2.334558376
-3.551325553,-2.334320405
-3.172413234,-2.332434912
-3.360743439,-2.332350545
-2.855245517,-2.331799573
-2.905199804,-2.330637522
-3.455400989,-2.330147882
-3.478421761,-2.329394064
-3.197862876,-2.329069569
-3.495299144,-2.328382035
-2.535996646,-2.328376387
-3.620521682,-2.328366052
-2.659745399,-2.32788305
-2.598921331,-2.326758882
-3.195695982,-2.324961124
-3.019072731,-2.324342605
-3.178444384,-2.324029297
-3.355777939,-2.322438056
-2.64516749,-2.322055385
-2.681615316,-2.321813837
-2.632547305,-2.319880365
-3.290087387,-2.317690761
-2.815041823,-2.317620112
-3.323425698,-2.316911745
-3.600401025,-2.315992665
-3.002985533,-2.314749062
-2.878359154,-2.314062133
-2.732161577,-2.3136045
-2.963758204,-2.312243452
-3.56147601,-2.311834224
-3.497900493,-2.310643125
-3.219361004,-2.310617514
-3.415020916,-2.3099808
-3.402877519,-2.307251026
-3.570472324,-2.306923832
-3.261655391,-2.305953752
-2.879636365,-2.305231526
-3.043788233,-2.305193568
-3.46429864,-2.304374423
-2.583979529,-2.304043013
-3.204643134,-2.302801563
-3.061451067,-2.302082895
-3.03332316,-2.30205517
-2.656805631,-2.300644033
-3.694156389,-2.300154919
-2.831158862,-2.299129825
-3.369281829,-2.298325055
-2.726688983,-2.297799416
-3.193141257,-2.29767924
-3.543519907,-2.296868199
-3.202965724,-2.296742014
-2.916528159,-2.295819117
-3.081174544,-2.29463848
-2.829276847,-2.292948173
-3.294432124,-2.292232872
-3.420362577,-2.292022571
-2.689111717,-2.288405031
-3.354272353,-2.287426518
-2.785466568,-2.287273855
-2.965843379,-2.286661435
-3.276526381,-2.284499761
-3.643067665,-2.284171696
-2.673926494,-2.283705555
-2.91630133,-2.282509896
-2.861070605,-2.281676001
-3.60924172,-2.28160325
-3.393307351,-2.281572943
-3.022282311,-2.280450229
-3.304827437,-2.278896086
-3.426878213,-2.277318546
-3.322758994,-2.27697022
-3.166753083,-2.273324678
-3.591873387,-2.273082239
-3.473869914,-2.272533546
-2.896573605,-2.27170894
-3.50781864,-2.271438507
-2.592138576,-2.267871811
-3.545748376,-2.267673445
-2.983428216,-2.267062577
-3.201195487,-2.266703015
-3.13308473,-2.265155955
-3.210268616,-2.264348652
-3.187676286,-2.262031977
-2.920137272,-2.261108626
-3.348745273,-2.259319236
-2.555897095,-2.258517534
-3.41469456,-2.258423426
-3.379912391,-2.255003115
-3.117548896,-2.254766694
-3.415706062,-2.253315712
-3.30244463,-2.252707152
-3.013434692,-2.25087685
-3.56720796,-2.250598511
-3.064284272,-2.250248026
-3.392397855,-2.247930136
-2.806333537,-2.247636856
-2.958303073,-2.246797991
-3.210930037,-2.246111313
-3.62498312,-2.243250914
-3.519832199,-2.242313802
-3.265382811,-2.241538147
-3.359726577,-2.241196967
-2.722859135,-2.239602022
-2.681973559,-2.238897966
-3.004013656,-2.238544056
-3.54247798,-2.238059131
-3.434201527,-2.237557525
-2.682710816,-2.237506626
-2.759298407,-2.237344236
-2.720299089,-2.237181069
-2.779254054,-2.23640948
-3.018814352,-2.235824358
-3.319366978,-2.235388823
-2.91290517,-2.235121465
-3.501442893,-2.234552682
-2.795238212,-2.234379425
-3.244769234,-2.23263648
-3.261565442,-2.231730244
-3.393718654,-2.230865821
-2.78042317,-2.227547764
-3.050375495,-2.227094176
-3.509952564,-2.226966437
-3.519243687,-2.226752517
-3.336559614,-2.225445504
-3.389226057,-2.224719256
-3.317104578,-2.223609154
-3.14756856,-2.222814254
-3.331176411,-2.221792973
-3.238816596,-2.221075745
-2.926909554,-2.220447195
-2.971178503,-2.219922786
-3.086351502,-2.219673642
-2.810826209,-2.219638002
-3.018196162,-2.217808801
-3.299909513,-2.215936309
-3.017398011,-2.215922985
-3.35975876,-2.215355824
-3.40747279,-2.214117866
-3.46374817,-2.21306431
-3.385919653,-2.212875741
-2.845786679,-2.212139593
-3.192520143,-2.211909627
-3.439615153,-2.21107426
-3.245663283,-2.209426458
-2.998388905,-2.205089028
-2.733608905,-2.204552014
-2.964988804,-2.202984697
-3.398264244,-2.201982922
-3.237890502,-2.199087353
-3.38340041,-2.198584958
-3.249668195,-2.198560536
-3.03643373,-2.19785028
-3.393330388,-2.196929792
-3.231122191,-2.196641419
-3.374318374,-2.195890326
-3.307522039,-2.195867708
-3.401079029,-2.192655339
-2.929363796,-2.190927938
-2.974043137,-2.189849128
-3.255309646,-2.189496967
-2.656656711,-2.188979203
-3.318920158,-2.188221315
-2.9527826,-2.186950128
-3.192436771,-2.18684209
-3.324093427,-2.186744889
-2.745794602,-2.186447424
-3.176602543,-2.186238786
-3.064587287,-2.185924571
-3.119871532,-2.183237149
-3.141360191,-2.182921689
-3.118036675,-2.182436227
-3.072562135,-2.182141125
-2.775686232,-2.181867537
-2.840786968,-2.179790538
-3.38099508,-2.179329896
-3.516436931,-2.178871254
-3.316194469,-2.178465705
-3.085947008,-2.178012148
-2.94743253,-2.177149069
-3.665830378,-2.176790045
-3.434864131,-2.174140284
-3.317058493,-2.173721765
-3.436273901,-2.173274407
-2.55189992,-2.167663387
-2.885493644,-2.164359313
-2.952146286,-2.164030607
-2.880845844,-2.163572819
-3.07404547,-2.163275054
-3.246056487,-2.163185289
-2.825475122,-2.163162021
-2.87132253,-2.162759581
-2.898560066,-2.162600881
-2.824764198,-2.161769922
-3.56233412,-2.161288324
-3.134655251,-2.16001753
-2.866963064,-2.159134431
-3.220190407,-2.158112625
-3.357175621,-2.156158384
-3.260477501,-2.150908761
-2.876213636,-2.148267205
-2.598803834,-2.146057077
-3.193403429,-2.145956468
-3.321318481,-2.14562644
-3.562354016,-2.145385372
-2.849794007,-2.145157278
-3.248464902,-2.144501958
-3.129544474,-2.144355805
-3.19445117,-2.142292489
-3.013410172,-2.140608279
-2.862317566,-2.137295279
-2.688586832,-2.136992101
-2.794425174,-2.13355657
-3.429209832,-2.133533613
-3.005673749,-2.130953775
-2.551020666,-2.130754126
-2.686589789,-2.130377038
-3.047435289,-2.129863346
-3.157518028,-2.128354877
-3.026071686,-2.126153982
-3.012926492,-2.125823131
-3.202827885,-2.124315881
-2.637519487,-2.122877713
-3.291101257,-2.12280992
-3.42811085,-2.122383168
-3.087455821,-2.121749371
-3.271339098,-2.11751282
-3.173267728,-2.117042461
-3.207758449,-2.116843923
-3.204492513,-2.116758335
-2.891671972,-2.114157796
-2.890905936,-2.114038456
-3.46274871,-2.112634342
-2.8582141,-2.112179854
-2.988423082,-2.111822725
-3.266887315,-2.111418598
-3.615941804,-2.110908135
-2.972699907,-2.110265046
-3.307147463,-2.110135295
-2.993766842,-2.109068618
-3.345113114,-2.10657888
-2.908220679,-2.105371405
-3.340716797,-2.105325064
-3.261477093,-2.105005969
-3.020211752,-2.104887841
-3.142404087,-2.104785515
-2.434068685,-2.104098116
-3.204198719,-2.103280352
-2.798569704,-2.102846005
-3.177110592,-2.101495911
-2.604881337,-2.101358166
-3.339467769,-2.101352518
-2.933577555,-2.099144868
-2.97025545,-2.096746778
-2.965909101,-2.09625335
-3.230038798,-2.096000272
-3.333875102,-2.09530127
-2.995855539,-2.09490887
-3.294532732,-2.094471912
-2.794253226,-2.094463441
-3.201179576,-2.093663806
-2.969991788,-2.092455955
-3.068611789,-2.091998365
-2.98964317,-2.091783246
-3.387549749,-2.091198427
-3.253128204,-2.090675415
-2.784689781,-2.090257772
-2.518283112,-2.089714209
-3.038693203,-2.089539213
-3.180925883,-2.087880258
-2.841819097,-2.087617919
-3.217376379,-2.086770398
-2.980696008,-2.085444214
-3.087230153,-2.083584213
-2.933071675,-2.082929707
-3.315205231,-2.082567952
-2.981149549,-2.082344297
-3.022129285,-2.081993344
-3.241235403,-2.081961494
-3.116013642,-2.081742089
-3.221785751,-2.080544197
-2.995759101,-2.078691689
-2.755134272,-2.078401208
-2.548076418,-2.077202945
-2.993860955,-2.075245572
-2.731344435,-2.074468985
-3.139364493,-2.07436896
-2.705272751,-2.073564111
-3.184092576,-2.073056296
-3.020745327,-2.071677329
-2.624546737,-2.071153609
-2.866260095,-2.068089557
-2.933749864,-2.064301489
-2.907782578,-2.0640324
-3.193166285,-2.060931905
-3.275949631,-2.059441752
-3.165588191,-2.056049915
-2.997193907,-2.055422803
-2.748895842,-2.052453326
-3.152234144,-2.051082447
-3.326188911,-2.049498822
-3.268006878,-2.044748508
-3.056208391,-2.043732814
-3.130562139,-2.042935056
-2.807649773,-2.042402547
-2.710322911,-2.04104101
-3.227135794,-2.040808379
-2.698290759,-2.040368223
-2.578442075,-2.039029718
-2.954319396,-2.03855905
-3.099855372,-2.037658863
-2.943408055,-2.036944697
-3.190653031,-2.036830045
-3.286468681,-2.034694767
-3.066246123,-2.034297464
-3.259017662,-2.032528347
-3.060679079,-2.032460981
-2.514736719,-2.03005504
-3.05552803,-2.029536237
-2.873340381,-2.029255424
-3.255291701,-2.027213411
-3.036944963,-2.025988688
-3.107315743,-2.025779357
-2.688018343,-2.025579265
-3.320958915,-2.025300724
-3.15955595,-2.025293867
-2.771495883,-2.023909821
-3.118893894,-2.021419895
-2.757166775,-2.021355159
-2.927513429,-2.020236235
-3.014017044,-2.019754532
-3.21815236,-2.01464318
-3.004444256,-2.013931081
-2.48717576,-2.012960449
-2.989342978,-2.012873204
-2.96828303,-2.012796024
-3.092783137,-2.012003759
-2.773735616,-2.010827947
-3.300600172,-2.010082183
-2.869832285,-2.008901024
-3.000221728,-2.008884747
-3.117052054,-2.007721829
-3.230644936,-2.007659075
-2.542630304,-2.007488453
-2.532227356,-2.005337545
-3.132606083,-2.003072907
-2.853804857,-2.002207473
-3.377210622,-2.002080177
-3.194912326,-2.001362377
-3.209792897,-2.000775089
-3.026266454,-2.000305144
-2.940027734,-1.999621288
-3.055349984,-1.999249272
-3.175697038,-1.99812777
-2.95339581,-1.997790564
-3.114825909,-1.997500243
-3.119395805,-1.992731101
-2.531236927,-1.990947876
-3.094552459,-1.988314613
-2.94268153,-1.987213272
-3.576483901,-1.986833861
-3.118569408,-1.985261567
-3.151924568,-1.983190551
-2.547913501,-1.98078955
-2.66708834,-1.980264274
-3.430927895,-1.979731629
-3.353050967,-1.978859439
-3.203332844,-1.97882294
-3.373319569,-1.978208774
-3.102575446,-1.977638981
-3.05986379,-1.975267953
-2.922403218,-1.974254677
-3.119001333,-1.972069102
-3.069241959,-1.97146252
-3.203511714,-1.970913542
-3.247923601,-1.970520343
-3.203533201,-1.970231599
-2.809330221,-1.969377234
-2.58076744,-1.969213477
-3.181403703,-1.965546704
-3.21871056,-1.964616159
-2.718109078,-1.964507511
-2.519252599,-1.962756517
-3.19256644,-1.959489761
-2.47872448,-1.958258863
-3.291037649,-1.958167274
-2.876645154,-1.95687355
-2.971641261,-1.954055211
-2.515743358,-1.954027775
-2.983344304,-1.953549624
-3.051728368,-1.953508576
-3.522301345,-1.947484922
-2.952819771,-1.946714521
-2.993062171,-1.946633568
-2.964229142,-1.946483378
-3.197848388,-1.946174933
-2.988325876,-1.945225717
-3.447489435,-1.94292215
-3.186204327,-1.938798538
-3.213808593,-1.93870078
-2.889937311,-1.937889631
-2.730769932,-1.936310245
-2.857408052,-1.936177276
-3.279012079,-1.935562506
-3.264536246,-1.933926906
-2.902381093,-1.931618225
-3.294903977,-1.929942047
-2.896309631,-1.927695198
-2.985032728,-1.923556635
-2.92360598,-1.923120238
-3.310279833,-1.922860869
-3.238278168,-1.921636147
-2.983415083,-1.921293271
-3.186033561,-1.920564398
-3.368781429,-1.918616957
-3.107944408,-1.917314974
-3.149373977,-1.916565967
-2.727965458,-1.914926242
-3.44478062,-1.913107968
-3.140515498,-1.91196698
-2.856497056,-1.911034664
-3.300839571,-1.910295657
-3.204702199,-1.909974053
-3.216307171,-1.908579272
-2.999196545,-1.90686037
-2.932389603,-1.905097242
-2.726711116,-1.904633548
-3.032376035,-1.90380304
-3.130834316,-1.903788032
-3.356311445,-1.90378623
-3.123235786,-1.903309054
-3.256684262,-1.902804896
-3.069329962,-1.897950224
-3.153665941,-1.897874512
-3.060070063,-1.897582139
-3.387329064,-1.89583691
-2.94426736,-1.895770853
-3.190869881,-1.894882355
-3.044885094,-1.894458803
-3.442599497,-1.893680118
-3.390694785,-1.893521521
-2.920481193,-1.892965249
-3.188374391,-1.891818335
-3.011214661,-1.891660999
-3.25759292,-1.890375476
-2.862200167,-1.89015595
-3.389096406,-1.890016189
-3.136384733,-1.889751949
-3.207562401,-1.888583802
-2.760855454,-1.887334505
-3.071436668,-1.886762771
-3.07834209,-1.882294008
-3.007139778,-1.881682447
-3.061608719,-1.88060838
-3.222867927,-1.879355196
-2.999670772,-1.878620198
-3.039916691,-1.878177643
-2.960005374,-1.87637124
-3.2216864,-1.876154132
-3.045632595,-1.87591021
-3.115484668,-1.875606323
-2.670717284,-1.874563978
-3.399610006,-1.872516724
-3.209906281,-1.871152539
-2.932479794,-1.871015018
-2.917624631,-1.870749346
-3.156875274,-1.869187482
-2.505691568,-1.868137581
-2.480977117,-1.864020693
-3.228789769,-1.863994235
-2.539293219,-1.862857306
-3.245642689,-1.861969113
-3.44711862,-1.861684095
-2.940057727,-1.861133756
-2.779519912,-1.860834067
-3.264507911,-1.858257252
-2.851756985,-1.858253
-3.214701784,-1.858004368
-2.95991741,-1.857454775
-2.560418349,-1.856376795
-2.929009282,-1.856340149
-3.196454856,-1.856245448
-3.390408491,-1.85613022
-3.225912696,-1.855732669
-3.002176617,-1.855157086
-2.895284497,-1.850271263
-3.573125288,-1.850009603
-2.887353756,-1.849705303
-3.183607888,-1.848367613
-2.844732789,-1.847525972
-2.914059586,-1.846712227
-2.882478779,-1.846372568
-3.254907876,-1.846233895
-3.412915975,-1.845884846
-2.952914394,-1.845793549
-3.061496986,-1.844661948
-2.967995738,-1.844464634
-2.974755779,-1.844340551
-2.957071139,-1.844112063
-2.801501236,-1.843481267
-2.801006676,-1.842995505
-2.576162736,-1.840871532
-2.841880613,-1.840446508
-2.788513975,-1.840315761
-3.285735334,-1.839677026
-2.971017517,-1.838309027
-3.003614749,-1.838064416
-3.27428019,-1.837940546
-2.851454693,-1.837488926
-2.95125975,-1.837464194
-3.307402622,-1.83605968
-2.900739343,-1.835336147
-3.355562155,-1.832919608
-3.029373073,-1.832773049
-3.111498379,-1.831940501
-3.42940824,-1.8293264
-3.095498515,-1.828643046
-3.310027592,-1.828379238
-3.342198811,-1.827714855
-3.346074693,-1.827059724
-2.91555366,-1.826680702
-3.170157406,-1.826655812
-3.347201769,-1.826577594
-3.006085579,-1.825022116
-3.292356478,-1.824887631
-3.328006073,-1.822895721
-3.025209134,-1.820655599
-3.304108833,-1.820338398
-3.092795533,-1.819264421
-3.298609253,-1.818808189
-3.417461468,-1.818770932
-3.150460899,-1.817962024
-2.590446895,-1.817557095
-3.112048236,-1.817269658
-2.986583962,-1.817162002
-2.872037882,-1.816139831
-3.278653404,-1.815190015
-3.131682465,-1.814951727
-2.841998748,-1.814918269
-2.888904327,-1.8146275
-2.960334367,-1.812396001
-3.21312231,-1.811860544
-3.024071443,-1.81180266
-3.034680363,-1.811224855
-3.332509276,-1.811223621
-3.271863291,-1.810574957
-2.890861778,-1.810162507
-2.861001218,-1.809971902
-2.988117829,-1.809865787
-2.984348143,-1.808965945
-3.0033068,-1.808407165
-3.134546159,-1.807280306
-2.612741766,-1.805924436
-2.894558691,-1.805643397
-3.107785872,-1.804584189
-3.136437904,-1.804410093
-3.297806099,-1.804344459
-3.201590119,-1.80412457
-3.379958398,-1.803618247
-2.807392831,-1.803115512
-2.789568769,-1.80253323
-2.902794474,-1.802441151
-3.191641741,-1.801525844
-3.217254479,-1.801452891
-3.003407192,-1.800707183
-3.185055084,-1.80065954
-3.292429178,-1.800585106
-3.207091976,-1.799926193
-3.343062362,-1.799232339
-3.188102732,-1.797998394
-2.994671237,-1.797519732
-2.847563612,-1.796091117
-3.008322532,-1.795934316
-2.966567968,-1.795782252
-2.549297053,-1.795710949
-3.213085755,-1.79540967
-3.336089485,-1.794544896
-2.986577877,-1.794072662
-2.983954688,-1.79403035
-3.180767034,-1.793651186
-2.861295604,-1.792135312
-3.212755211,-1.791913409
-3.093735961,-1.789321346
-2.808817117,-1.788952094
-2.980257212,-1.787287778
-3.159063811,-1.785627647
-2.782851104,-1.785559614
-2.528791913,-1.784964797
-3.217921486,-1.784785998
-3.184565519,-1.784668855
-3.228782456,-1.782645843
-3.408523193,-1.78201965
-3.285219082,-1.781161159
-3.162839682,-1.780349567
-3.167741878,-1.780338708
-2.549251744,-1.780250181
-3.178131248,-1.77915848
-3.325502471,-1.779086348
-2.490036842,-1.778885016
-3.3107651,-1.778852831
-3.270525254,-1.776263205
-3.055672227,-1.776099779
-3.25281051,-1.773596428
-3.291188059,-1.773118807
-3.071162816,-1.773091503
-3.166270459,-1.772279148
-3.324413686,-1.771582656
-3.229422343,-1.770721691
-2.897594983,-1.770234718
-3.367721018,-1.769354468
-2.982882769,-1.768880674
-3.095905429,-1.768800194
-2.742681063,-1.768638294
-2.895932104,-1.768627059
-3.370039466,-1.767175969
-3.240712097,-1.766721544
-2.811005525,-1.766719887
-3.221311446,-1.764556665
-2.981797512,-1.764205701
-3.02949324,-1.762135028
-3.011053871,-1.76192371
-2.932963736,-1.760995144
-3.121302215,-1.760149989
-2.965300057,-1.759459226
-3.218446363,-1.759191416
-3.247789076,-1.758609095
-2.771822296,-1.757194415
-3.258886233,-1.756771664
-3.166160566,-1.756378699
-3.312308669,-1.756101407
-3.198806238,-1.756100459
-3.355719517,-1.755548003
-3.4259918,-1.754930289
-3.225272405,-1.754875849
-3.058391403,-1.753615848
-3.332610818,-1.749496095
-3.172921984,-1.749167418
-2.433541915,-1.748196665
-2.977212979,-1.747597407
-3.231596015,-1.747453096
-3.021205247,-1.747297229
-2.914845132,-1.747015627
-3.221523261,-1.745624953
-3.259047102,-1.745543211
-3.165476654,-1.744058442
-3.143181519,-1.743965214
-2.6752355,-1.743269473
-3.191214639,-1.743140657
-2.697857528,-1.742339023
-3.001205752,-1.741362096
-2.830519442,-1.740744743
-2.994119344,-1.740326423
-2.92634274,-1.739792975
-2.789322468,-1.739483006
-2.602793011,-1.739411681
-2.879927236,-1.738741483
-3.15872886,-1.738558467
-2.910486192,-1.738468755
-2.935094731,-1.737964101
-2.87421928,-1.737117278
-3.151399728,-1.735718795
-2.849909881,-1.735489798
-3.038234891,-1.734775398
-3.057510962,-1.734629359
-3.090062996,-1.734156853
-3.012184579,-1.733596203
-3.221839077,-1.731040095
-3.181994316,-1.7307154
-3.12241765,-1.729294904
-2.545791108,-1.728231297
-2.810304553,-1.727020585
-3.288271213,-1.72584295
-2.684191797,-1.725813377
-3.290692382,-1.724519533
-3.275027647,-1.722458697
-2.860873264,-1.722158848
-2.754686301,-1.721340508
-3.283500983,-1.721290726
-3.054602411,-1.719921208
-3.030049425,-1.719517391
-2.845290293,-1.716547792
-2.552800929,-1.715073086
-2.847814266,-1.714614307
-3.192364149,-1.713678616
-2.950394364,-1.713621041
-2.406374209,-1.71330319
-3.05413548,-1.712398406
-2.951795322,-1.712325355
-3.290537803,-1.711940047
-3.193730982,-1.711930799
-3.177424395,-1.711021575
-3.178886211,-1.708011749
-3.051577041,-1.707035334
-2.961408888,-1.706841362
-3.044022923,-1.706823604
-2.776057513,-1.704204942
-2.919056354,-1.703556001
-2.80059942,-1.703357215
-2.961515026,-1.701109986
-3.301533003,-1.700828123
-3.311016543,-1.700715684
-2.774884623,-1.699000084
-3.061403339,-1.698739425
-2.852558706,-1.697162508
-3.289364576,-1.696672144
-3.271304822,-1.696607314
-2.661783313,-1.695977917
-3.042945008,-1.695446751
-2.445045369,-1.695412523
-2.948919304,-1.694971618
-2.856534369,-1.694641587
-3.163243356,-1.693796497
-3.294291839,-1.693247459
-3.23336439,-1.692797249
-3.173414691,-1.692643833
-2.656325452,-1.689964022
-3.263750591,-1.689757011
-2.901592527,-1.689218783
-3.21653985,-1.686632489
-3.249822996,-1.68629371
-2.889141231,-1.685043714
-3.022799796,-1.684602214
-3.04163121,-1.683633706
-3.296092937,-1.682341083
-2.876523536,-1.682295519
-3.018948202,-1.681712491
-2.986175254,-1.679273739
-2.8627088,-1.678949038
-3.146281037,-1.678406806
-3.048062788,-1.676490811
-2.967210349,-1.67632944
-3.218509143,-1.675416036
-2.926061823,-1.67444156
-3.423651997,-1.674376175
-2.699015775,-1.673388581
-2.801728117,-1.672191959
-3.146313578,-1.67018734
-3.207414851,-1.668951121
-3.351234313,-1.668441397
-3.347255537,-1.668295448
-3.261086176,-1.666449003
-3.041159266,-1.666031681
-3.213926505,-1.665023076
-2.715921658,-1.664658824
-2.971592528,-1.664448027
-3.388396719,-1.663494115
-3.005935865,-1.661885521
-3.107759612,-1.660961318
-3.113185251,-1.660711448
-3.322960847,-1.6605146
-3.059388806,-1.659416485
-2.727410401,-1.659082247
-3.095397278,-1.658494218
-2.721130194,-1.658014663
-2.348389264,-1.656667944
-3.199270428,-1.655729944
-3.450701557,-1.655373303
-2.939773347,-1.653871851
-3.214552223,-1.65379974
-2.830142048,-1.653264939
-2.567599112,-1.653016802
-3.05714086,-1.652061088
-2.858964067,-1.652023418
-2.863535473,-1.651926829
-2.556961382,-1.651145467
-3.209098539,-1.650934387
-3.245465652,-1.650107147
-2.566742288,-1.650091394
-2.990119861,-1.64983659
-3.15897663,-1.647935949
-3.278320241,-1.647926225
-3.088587696,-1.646809411
-3.114989359,-1.646039516
-3.168312134,-1.645990294
-3.081356706,-1.645638124
-3.278064278,-1.644964711
-2.411943433,-1.642974853
-2.850335986,-1.642729712
-2.450725817,-1.641725189
-3.318153518,-1.641526232
-2.480914429,-1.638825871
-2.813195885,-1.638572525
-2.718655245,-1.636650249
-2.485015481,-1.636327687
-2.759676762,-1.635833198
-2.782224207,-1.635827245
-2.692417404,-1.63535372
-3.123022923,-1.633693184
-3.111173064,-1.632120511
-2.724584268,-1.628703234
-2.784018,-1.626100695
-3.130230456,-1.62429276
-3.057558882,-1.623959881
-2.945241935,-1.622621605
-3.050825266,-1.622455699
-2.962178127,-1.622372613
-2.856393765,-1.622208332
-3.189527306,-1.622018506
-2.492307736,-1.62138483
-2.767750056,-1.621094125
-2.826258656,-1.620285939
-3.273333162,-1.619748341
-3.292273168,-1.61973395
-3.173408757,-1.619550841
-3.023962474,-1.619504145
-3.095384527,-1.619446558
-3.246664319,-1.617244826
-2.992034011,-1.61663773
-3.312968184,-1.61554892
-2.652535343,-1.615111387
-2.807310496,-1.61505731
-3.091553677,-1.614694495
-2.866510656,-1.614502893
-3.209723551,-1.61430569
-3.339885082,-1.612518802
-2.764729358,-1.611534047
-3.02825886,-1.611406126
-2.765317592,-1.609488376
-3.323189328,-1.607707153
-3.146161694,-1.607552071
-2.658091024,-1.607447718
-3.143413004,-1.606341181
-2.736917939,-1.605941855
-2.967658414,-1.605385304
-3.219905754,-1.603963323
-2.749359085,-1.602968476
-3.153640896,-1.602693697
-2.906835497,-1.601582448
-2.847809492,-1.601554282
-3.206895868,-1.601288078
-2.886368359,-1.600614724
-2.979962164,-1.600554323
-2.779208238,-1.600507577
-3.177596558,-1.600354157
-3.0108411,-1.600245705
-3.180778465,-1.59982065
-2.908497708,-1.598229661
-3.362975345,-1.597294564
-3.193906198,-1.597106216
-2.691032754,-1.596976348
-2.810044762,-1.596242136
-3.195032329,-1.594068117
-2.892220105,-1.593904182
-3.203241081,-1.592686055
-2.918517645,-1.59261931
-3.183851805,-1.591720985
-2.742517587,-1.591585503
-2.704703593,-1.591463575
-2.852679346,-1.590205772
-3.169199206,-1.589520728
-2.777954363,-1.589147605
-2.674844782,-1.588414575
-3.263206876,-1.588345128
-3.103009631,-1.588312313
-3.103797885,-1.584726033
-2.878844188,-1.583228935
-3.03917274,-1.583043596
-3.128524656,-1.582976614
-2.821656146,-1.582708356
-2.971251157,-1.582672473
-3.219390382,-1.582661626
-2.891827387,-1.581369509
-3.183287763,-1.580997824
-2.934516997,-1.578343794
-3.246767721,-1.57826781
-3.04769673,-1.577987096
-2.958719077,-1.577717048
-2.713305097,-1.577074278
-2.711586262,-1.57592412
-3.019905696,-1.575110546
-3.090357,-1.573066946
-3.096447131,-1.572799658
-3.142451243,-1.571870659
-2.908070269,-1.571461065
-2.849092382,-1.570882989
-3.094308008,-1.570154825
-2.728084421,-1.569778302
-3.321611186,-1.566600516
-3.032526157,-1.566170112
-3.206907434,-1.565790815
-3.215937742,-1.563037866
-2.641847443,-1.561827303
-2.712805126,-1.561805744
-3.227159203,-1.561268828
-2.829953452,-1.560912358
-2.973905521,-1.558884666
-3.155757399,-1.558426923
-2.999568831,-1.557897346
-2.657342463,-1.55697743
-2.803448518,-1.55697418
-2.67026499,-1.556477474
-3.014219574,-1.555891439
-3.124153135,-1.555492214
-2.867455833,-1.554978336
-3.086733649,-1.554658565
-2.767776344,-1.553904967
-2.884781422,-1.553755271
-2.791362863,-1.553201267
-2.975470137,-1.552900021
-2.675670117,-1.551449627
-3.283905289,-1.550766666
-2.678975521,-1.550645368
-2.996585082,-1.55054457
-3.100035155,-1.550487752
-3.127838915,-1.548901132
-2.671577851,-1.545278343
-2.781391287,-1.545231467
-2.947930411,-1.543812774
-2.959775568,-1.540829162
-2.88144416,-1.540735355
-2.843479525,-1.540531978
-2.760817284,-1.539080384
-3.220700365,-1.535847437
-2.725617456,-1.535315595
-3.253508288,-1.534940812
-3.391445479,-1.533634109
-3.179707568,-1.533025951
-3.015062587,-1.532034753
-2.707261986,-1.531780731
-2.75960297,-1.531751554
-2.663185503,-1.531341117
-2.668971665,-1.530485314
-2.765829223,-1.529176149
-2.763121253,-1.528261774
-3.198921504,-1.527702569
-2.923021745,-1.527375507
-3.155809543,-1.527344523
-3.374703948,-1.527149629
-3.217726478,-1.525285538
-2.794782135,-1.524755989
-2.972236802,-1.52258732
-2.962418082,-1.519723421
-3.068379056,-1.518627312
-3.221150903,-1.518393245
-3.036264711,-1.517459253
-3.083902317,-1.517434319
-2.784279003,-1.516853976
-2.67596832,-1.516473731
-3.02480027,-1.512692776
-3.272647947,-1.512339968
-2.409756902,-1.511039407
-3.239922012,-1.510881907
-2.904925578,-1.51070999
-3.222870049,-1.507832009
-2.415852483,-1.507267333
-3.253396994,-1.506673655
-3.149088717,-1.506499423
-2.818554104,-1.506380188
-2.549610473,-1.506362206
-2.812271159,-1.505297345
-2.694188867,-1.503240106
-2.561568042,-1.50278489
-3.231958192,-1.499894222
-3.134562396,-1.497213595
-2.93000577,-1.496926369
-3.333115814,-1.496751101
-3.259818286,-1.495445853
-2.641700803,-1.494465627
-2.563874334,-1.494227917
-2.690546676,-1.49238937
-3.072579482,-1.491442298
-3.048459162,-1.490171604
-3.223171783,-1.489701235
-2.569566627,-1.489020704
-2.668270579,-1.488216444
-2.973646329,-1.484776606
-2.654382715,-1.483033664
-2.98380177,-1.481914871
-2.778699391,-1.481824108
-3.208199116,-1.481655636
-2.661950698,-1.481455699
-2.695728156,-1.480020037
-2.710300161,-1.479793568
-3.194031104,-1.477812328
-2.749676711,-1.477197444
-2.659323251,-1.476977984
-2.709359588,-1.476863115
-3.099863707,-1.476605464
-2.752315722,-1.474492804
-2.85317919,-1.473699972
-3.156028013,-1.472810469
-2.720512668,-1.471950787
-3.092901448,-1.468441607
-3.11434589,-1.468068147
-2.736268796,-1.466942404
-2.712785077,-1.466312763
-2.926270042,-1.466194472
-3.321233331,-1.466193528
-2.677221367,-1.465662238
-2.795774295,-1.465529371
