Log_DeltaBA,CMIP_deltacVegTree
-1.328148542,5.163132627
-1.322834749,0.692559657
-1.317668188,5.020688532
-1.315103874,5.336775488
-1.312436587,4.311197104
-1.311181615,-0.127724891
-1.311167458,3.001515273
-1.31060106,4.397876793
-1.310085157,6.887381098
-1.309037406,4.153568695
-1.308265487,3.876749167
-1.303391398,2.595117854
-1.301201845,6.690429945
-1.297744631,2.708810679
-1.295354698,1.149525775
-1.293335049,4.420783463
-1.291757044,3.019452962
-1.286503539,0.39692156
-1.285947103,3.491494688
-1.276876966,0.370185855
-1.276432876,6.725119814
-1.273397435,6.040522747
-1.27135455,0.858819769
-1.27091592,3.002529652
-1.270303976,4.571243393
-1.267564217,4.728160916
-1.267440162,-0.065127469
-1.26694565,0.000831816
-1.26624524,3.695330578
-1.264903571,0.99197945
-1.261544725,6.758376954
-1.261474603,4.837498734
-1.25595115,4.964788023
-1.254762455,5.235248089
-1.253151909,3.150132908
-1.248673911,1.060959176
-1.242284447,5.595048743
-1.231887675,3.25686264
-1.229700011,6.417548062
-1.22757545,6.372513122
-1.224948458,2.575399211
-1.220872089,5.872081025
-1.211103851,6.625809371
-1.211036829,6.956164945
-1.198824627,0.2652468
-1.196137176,5.105264434
-1.196128223,0.551852311
-1.194264071,3.338612746
-1.190885913,4.406502769
-1.182807346,6.223687901
-1.180331791,0.409117228
-1.164359661,2.631086749
-1.160770331,2.74946055
-1.156486863,0.239188124
-1.154777539,2.746029861
-1.139571081,6.096387072
-1.118645793,1.222029429
-1.11124779,6.631442188
-1.104637637,0.167124851
-1.090239454,1.724088552
-1.089293619,6.70323762
-1.085214686,2.605253298
-1.078460464,2.039749259
-1.07753294,2.548107634
-1.076394005,2.901252023
-1.050540435,0.162886774
-1.043710608,6.162957108
-1.039593653,2.547559699
-1.014971244,1.328236839
-0.992589283,0.382851564
-0.963903582,0.42701422
-0.956027606,4.322232962
-0.927622416,1.241251693
-0.916333707,1.477494075
-0.916241492,1.993711251
